101,12
102,1
103,0
104,1
105,12
106,13
107,0
108,1
109,1
110,1
111,16
112,17
113,1
114,0
115,1
116,0
1650,0
1651,1
15016,14
15020,2
15028,2
15030,2
15046,1
15068,1
15092,1
15100,1
15107,14
15118,1
15120,1
15145,1
15146,1
15165,2
15166,2
15177,1
15187,1
15189,1
15197,1
15200,2
15201,13
15204,2
15229,1
15240,2
15242,1
15246,14
15253,2
15270,1
15298,13
15318,1
15327,1
15333,1
15334,2
15347,2
15358,14
15380,1
15396,1
15407,1
15414,2
15437,14
15447,13
15456,1
15461,2
15464,1
15465,1
15471,1
15476,1
15481,1
15484,1
15487,1
15488,1
15493,1
15500,1
15508,1
15530,1
15561,1
15574,1
15576,1
15607,2
15616,1
15619,2
15621,1
15630,2
15640,2
15651,2
15658,1
15676,2
15677,14
15678,2
15683,1
15691,1
15697,2
15706,13
15710,2
15721,1
15744,1
15758,2
15771,2
15774,2
15780,1
15784,1
15785,2
15793,2
15795,2
15796,1
15816,1
15845,1
15868,14
15871,14
15876,14
15924,2
15927,5
15932,1
15944,1
15959,1
15969,2
15971,1
15977,2
15989,1
15992,1
16027,1
16039,1
16049,14
16055,2
16065,2
16070,1
16073,14
16075,14
16077,1
16079,14
16096,1
16114,1
16128,1
16132,2
16142,1
16171,1
16176,2
16186,1
16193,1
16195,2
16196,1
16211,2
16216,1
16217,1
16227,1
16236,14
16237,13
16238,2
16249,1
16256,1
16290,14
16295,1
16299,1
16312,1
16317,1
16325,1
16333,14
16340,2
16360,1
16366,1
16368,1
16376,1
16383,1
16396,2
16435,14
16438,1
16442,1
16447,2
16453,2
16464,1
16480,1
16486,1
16496,1
16497,1
16511,14
16519,2
16521,1
16549,2
16566,2
16576,1
16582,1
16616,13
16619,1
16626,2
16629,1
16686,1
16688,13
16690,2
16693,1
16703,13
16706,13
16707,2
16712,1
16714,13
16718,13
16719,1
16731,1
16732,2
16794,14
16795,1
16805,1
16819,2
16826,2
16833,1
16840,1
16843,14
16853,14
16855,0
16866,1
16873,2
16877,1
16887,13
16889,1
16891,1
16896,1
16897,13
16900,1
16908,2
16912,1
16922,1
16928,1
16931,14
16968,14
16977,2
16989,2
16998,2
17009,1
17014,2
17018,14
17019,1
17026,14
17033,14
17034,1
17067,1
17072,1
17084,2
17089,2
17094,2
17095,13
17116,1
17146,1
17153,1
17158,1
17159,1
17178,1
17184,1
17194,1
17196,1
17199,13
17218,1
17225,1
17226,2
17244,1
17247,1
17253,2
17259,2
17269,2
17303,1
17305,1
17317,2
17337,2
17339,1
17346,1
17355,13
17358,2
17362,2
17378,1
17379,2
17383,2
17389,13
17400,14
17409,1
17417,1
17447,1
17449,2
17464,1
17484,13
17488,1
17494,1
17516,1
17528,1
17530,2
17539,1
17559,2
17570,1
17591,1
17596,1
17597,1
17602,13
17603,1
17608,2
17612,2
17623,13
17627,14
17635,1
17643,1
17652,1
17655,2
17668,1
17672,1
17676,1
17690,1
17704,1
17711,1
17720,2
17739,1
17740,2
17748,1
17757,1
17762,1
17766,14
17770,14
17778,1
17801,2
17818,1
17835,2
17838,2
17840,10
17845,1
17879,1
17895,2
17897,1
17918,2
17920,2
17932,14
17944,14
17951,1
17970,13
17987,2
18003,1
18010,1
18016,1
18018,1
18028,2
18036,1
18050,14
18063,2
18079,13
18092,1
18105,1
18125,1
18128,13
18138,1
18139,14
18159,13
18167,2
18168,2
18173,13
18174,1
18192,1
18197,1
18200,2
18224,2
18228,13
18248,1
18258,2
18262,1
18268,1
18275,1
18307,1
18308,1
18311,14
18312,1
18317,14
18324,1
18334,1
18339,2
18346,2
18356,1
18358,1
18362,2
18367,13
18371,13
18378,2
18381,1
18415,14
18419,2
18450,2
18454,1
18458,1
18479,1
18488,14
18491,1
18497,1
18499,1
18500,1
18507,2
18512,1
18518,13
18526,2
18530,2
18566,1
18588,1
18603,10
18605,2
18626,13
18630,1
18635,2
18641,1
18668,14
18669,2
18674,1
18676,1
18678,2
18690,1
18714,13
18747,1
18765,2
18793,2
18800,1
18808,2
18817,1
18826,1
18828,14
18845,1
18849,2
18860,1
18866,1
18867,1
18877,2
18879,1
18887,2
18890,2
18894,1
18897,1
18935,1
18947,1
18955,2
18966,1
18967,14
18973,2
18977,1
18987,1
18990,2
18995,1
19003,1
19007,2
19010,2
19025,2
19027,0
19051,2
19052,1
19055,1
19059,1
19076,2
19099,6
19106,34
19109,13
19112,1
19129,1
19140,1
19141,2
19147,2
19149,1
19183,13
19185,1
19187,1
19206,2
19208,1
19210,1
19213,13
19221,2
19226,2
19242,1
19255,1
19256,1
19258,1
19265,1
19269,2
19286,1
19288,2
19292,2
19300,1
19302,10
19309,2
19321,1
19325,2
19329,2
19333,2
19346,1
19359,1
19371,1
19380,1
19386,14
19387,13
19421,13
19425,13
19426,2
19431,1
19437,1
19444,1
19445,1
19451,1
19457,1
19463,1
19474,2
19490,1
19497,2
19498,1
19509,1
19511,10
19524,13
19533,14
19549,2
19551,13
19569,2
19572,2
19582,1
19583,1
19594,2
19607,14
19608,1
19609,1
19610,2
19617,2
19622,1
19625,1
19641,1
19645,13
19647,1
19675,1
19689,1
19693,1
19700,2
19701,1
19707,2
19726,1
19745,5
19752,1
19759,1
19769,14
19770,1
19800,6
19808,13
19811,1
19819,1
19834,1
19835,2
19836,1
19838,1
19839,1
19842,2
19843,1
19846,2
19852,14
19873,1
19888,1
19893,2
19896,1
19918,1
19920,1
19930,1
19937,1
19946,1
19956,13
19959,1
19963,1
19967,1
19970,1
19971,14
19974,1
19980,1
19985,1
19990,1
19992,1
20003,1
20006,1
20008,2
20010,5
20012,1
20018,13
20059,1
20065,1
20072,1
20075,1
20077,13
20087,1
20091,13
20093,1
20098,13
20099,2
20113,14
20121,1
20127,2
20134,14
20143,1
20146,1
20155,14
20156,1
20159,1
20162,1
20178,1
20192,1
20194,1
20200,14
20210,14
20214,2
20215,1
20225,1
20229,2
20244,2
20253,1
20259,1
20260,1
20305,2
20308,1
20315,13
20318,1
20319,1
20327,1
20350,1
20369,1
20372,1
20387,2
20394,2
20395,1
20400,2
20417,1
20420,14
20428,2
20439,1
20440,14
20456,1
20464,1
20471,1
20484,2
20493,1
20495,1
20498,2
20500,1
20501,2
20509,1
20523,13
20525,1
20530,2
20546,2
20554,2
20560,2
20562,2
20565,1
20571,10
20572,1
20581,1
20586,1
20611,14
20618,1
20648,1
20652,1
20660,1
20665,1
20681,1
20684,1
20687,1
20695,1
20723,13
20751,1
20752,2
20757,2
20759,1
20768,2
20799,1
20800,2
20804,13
20814,1
20821,14
20842,1
20851,2
20853,1
20860,14
20880,1
20888,1
20893,1
20900,1
20912,1
20916,14
20920,13
20925,13
20943,1
20944,1
20950,1
20958,1
20960,1
20961,2
20967,1
21009,13
21014,1
21022,14
21027,1
21035,2
21054,1
21065,1
21067,2
21071,14
21083,13
21084,1
21092,1
21097,1
21125,14
21127,14
21152,2
21183,2
21184,14
21188,1
21189,13
21191,10
21200,1
21220,1
21231,14
21239,1
21253,2
21277,14
21285,1
21290,13
21293,1
21298,1
21310,2
21323,1
21326,1
21327,2
21331,2
21352,1
21356,1
21361,1
21364,2
21370,1
21378,1
21379,2
21397,1
21398,2
21400,1
21402,14
21407,1
21433,1
21455,2
21461,2
21463,14
21477,2
21480,14
21494,1
21503,1
21512,1
21524,2
21541,2
21546,1
21549,1
21552,1
21561,1
21570,1
21573,1
21574,1
21586,1
21594,1
21607,1
21616,2
21617,2
21635,14
21637,2
21640,1
21642,2
21657,13
21660,14
21684,0
21690,1
21693,1
21696,1
21697,1
21702,1
21722,1
21729,1
21737,1
21741,1
21745,1
21753,1
21770,2
21778,13
21781,1
21806,1
21815,1
21822,1
21824,1
21828,1
21834,2
21836,1
21843,1
21851,14
21853,1
21862,1
21863,1
21864,1
21876,2
21883,2
21884,1
21886,1
21888,1
21889,1
21897,14
21903,1
21904,10
21909,1
21940,1
21955,1
21982,1
21996,1
22005,1
22021,13
22031,1
22036,1
22039,2
22043,1
22051,14
22075,1
22076,1
22087,1
22091,1
22096,14
22099,14
22101,1
22111,1
22117,1
22131,1
22133,1
22154,2
22165,13
22173,1
22176,14
22197,1
22210,2
22212,1
22227,1
22241,1
22259,1
22262,1
22264,1
22267,10
22283,1
22284,1
22285,14
22293,1
22312,1
22317,1
22318,1
22336,13
22343,1
22345,1
22349,1
22351,1
22354,1
22368,14
22373,1
22377,2
22387,1
22392,1
22396,1
22412,14
22422,1
22428,1
22430,1
22438,1
22439,2
22446,2
22454,2
22464,1
22467,1
22493,2
22516,1
22528,14
22531,1
22533,1
22534,1
22564,1
22565,14
22574,1
22575,1
22598,2
22607,1
22609,1
22610,1
22616,1
22623,1
22624,1
22626,1
22640,1
22645,1
22651,14
22652,1
22653,2
22659,1
22663,1
22666,1
22674,2
22691,14
22694,1
22697,1
22700,1
22710,1
22718,1
22728,14
22735,1
22736,1
22737,1
